"Lot.Frontage","Lot.Area","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Mas.Vnr.Area","Bsmt.Unf.SF","Total.Bsmt.SF","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","TotRms.AbvGrd","Fireplaces","Garage.Yr.Blt","Garage.Cars","Garage.Area","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Misc.Val","Mo.Sold","Yr.Sold","SalePrice"
60,9144,6,4,1915,2004,0,810,810,1170,546,0,0,0,2,0,4,1,8,0,1970,2,672,0,195,0,0,0,0,0,3,2008,162.5
55,10267,6,7,1918,2000,0,0,816,838,0,0,1,0,1,0,2,1,5,0,1961,1,275,0,0,112,0,0,0,0,5,2008,130
63,4347,6,8,1910,1950,0,796,796,825,784,0,0,0,1,0,3,1,7,0,1910,1,228,0,182,0,0,0,0,0,6,2008,127.5
60,10266,6,6,1952,1952,0,396,768,768,768,0,0,0,1,1,4,1,7,0,1952,1,308,0,216,80,0,0,0,0,5,2008,136
60,6876,6,6,1938,1958,0,1272,1272,1272,0,697,0,0,2,0,4,1,9,1,1938,2,400,0,34,0,0,0,0,0,11,2008,141
60,7200,6,7,1925,1992,0,1040,1040,1040,0,0,0,0,1,0,2,1,5,0,1993,2,320,0,132,0,0,0,0,0,7,2008,127.5
62,7006,6,6,1925,1950,0,647,768,788,448,0,1,0,2,0,3,1,6,1,1985,1,384,0,0,0,0,0,0,0,8,2008,127
49,8235,5,7,1955,1995,0,0,825,825,0,0,1,0,1,0,2,1,4,0,1963,2,720,140,50,0,0,0,0,0,6,2008,125
60,10320,5,8,1912,1991,0,451,451,759,0,0,0,0,1,0,1,1,5,0,1997,2,576,40,0,0,0,0,0,0,8,2008,85
60,10320,6,7,1906,1995,0,756,756,756,713,0,0,0,1,0,3,1,7,0,1906,1,216,57,0,239,0,0,0,0,6,2008,135
82,9488,5,6,1947,1993,0,1046,1046,1054,0,0,0,0,1,0,3,1,6,0,1947,1,240,0,60,122,0,0,0,0,9,2008,124
55,8250,5,5,1968,1968,0,210,952,1211,0,0,0,0,1,0,3,1,5,1,1968,1,322,0,63,0,0,0,0,0,8,2008,134
115,21286,5,5,1948,1950,0,720,720,720,551,0,0,0,2,0,4,1,7,1,1948,1,312,0,0,108,0,0,0,0,8,2008,135
80,17120,4,4,1959,1959,0,0,0,1120,468,0,0,0,2,0,4,1,7,1,1991,2,680,0,59,0,0,0,0,0,7,2008,134.432
70,11200,5,5,1965,1965,0,134,1040,1040,0,0,1,0,1,0,3,1,5,0,1965,1,384,0,0,0,0,0,0,0,2,2008,129.5
80,13014,6,5,1978,1978,39,480,1008,1096,0,0,1,0,1,0,3,1,6,1,1978,2,484,168,0,0,0,0,0,0,12,2008,157.5
68,10265,5,7,1967,2005,0,234,992,992,0,0,1,0,1,0,3,1,6,0,1967,1,294,204,0,0,0,0,0,600,7,2008,145
57,9764,5,7,1967,2003,0,192,894,894,0,0,1,0,1,0,3,1,5,0,1967,2,450,0,0,0,0,0,0,0,5,2008,130
60,12900,4,4,1969,1969,0,0,1198,1258,0,0,2,0,0,2,0,2,6,0,1969,2,400,120,0,0,0,0,0,0,1,2008,108.959
60,12900,5,4,1920,1950,0,0,1300,1140,0,0,1,0,1,0,3,1,6,0,1920,2,400,0,0,190,0,0,0,0,1,2008,95.541
94,9239,5,8,1963,2003,0,326,960,960,0,0,1,0,1,0,3,1,6,0,1963,1,300,168,0,0,0,0,0,0,5,2008,144.9
88,14175,6,8,1956,1956,0,212,988,1188,0,0,1,0,1,0,1,1,4,1,1956,2,621,102,89,231,0,0,0,0,6,2008,185
85,13825,5,6,1958,1987,0,533,533,1021,580,0,0,1,1,0,3,1,6,0,1958,1,300,280,34,0,0,0,0,0,12,2008,140
60,10200,5,8,1940,1997,0,672,672,672,0,0,0,0,1,0,2,1,4,0,1940,1,240,168,0,0,0,0,0,0,8,2008,108
63,8375,5,7,1941,1973,0,240,576,864,486,0,1,0,1,1,2,1,6,0,1973,3,627,0,0,0,0,0,0,0,6,2008,152.4
83,10005,7,5,1977,1977,299,768,1160,1156,866,0,0,0,2,1,4,1,8,1,1977,2,505,288,117,0,0,0,0,0,3,2008,192
82,20270,7,6,1979,1979,0,925,1524,1524,0,0,1,0,2,0,3,1,7,2,1979,2,478,140,0,0,0,0,0,0,4,2008,245
73,39104,7,7,1954,2005,0,96,1385,1363,0,0,1,0,1,0,2,1,5,2,1954,2,439,81,0,0,0,0,0,0,4,2008,241.5
124,11512,6,7,1959,2006,84,300,1019,1357,0,0,1,0,1,0,2,1,5,1,1959,1,312,0,0,0,0,163,0,0,5,2008,177
50,5190,7,5,1948,1950,0,570,570,617,462,0,0,0,1,0,2,1,5,1,1948,1,249,135,0,0,0,0,0,0,1,2008,125.6
85,10452,6,5,1953,1953,216,594,1094,1094,0,0,0,0,1,0,3,1,5,2,1953,2,495,0,0,0,0,287,0,0,6,2008,155
75,45600,6,8,1908,1997,0,907,907,1307,1051,0,0,0,3,0,5,1,10,1,1908,2,360,486,40,0,0,175,0,0,9,2008,240
66,21780,6,7,1918,1950,0,1163,1163,1163,511,0,0,0,2,0,4,1,8,1,1955,2,396,72,36,0,0,144,0,0,7,2008,185
120,13728,6,7,1935,1986,0,501,1127,1236,872,0,0,0,2,0,4,1,7,2,1935,2,540,0,0,0,0,90,0,0,7,2008,235
68,9571,5,6,1956,1956,0,639,1509,1509,0,0,1,0,1,0,3,1,6,1,1956,1,322,158,0,0,0,576,0,0,7,2008,159.9
50,9360,6,8,1962,2001,216,297,621,621,648,0,0,0,1,1,3,1,7,0,1962,1,280,0,236,0,0,0,0,0,11,2008,134.5
50,8405,5,8,1900,1950,0,229,861,961,406,0,1,0,1,0,4,1,7,0,1978,1,384,0,130,112,0,0,0,0,4,2008,119
68,10880,5,5,1950,1950,0,124,1164,1164,0,0,1,0,1,0,3,1,5,0,1950,1,240,0,48,0,0,0,0,0,8,2008,125
60,9084,5,6,1941,1950,0,0,616,616,495,0,0,1,1,0,3,1,5,0,1941,1,200,48,0,0,0,0,0,0,3,2008,95
86,11839,7,5,1990,1990,99,390,1475,1532,797,0,1,0,2,1,4,1,10,1,1990,2,514,192,121,0,0,0,0,0,5,2008,262.28
80,9938,7,5,1994,1994,251,331,1602,1626,0,0,1,0,2,1,3,1,7,1,1994,2,534,424,40,0,0,0,0,0,4,2008,226.5
85,10541,7,5,1996,1996,0,672,672,1302,735,0,0,0,2,1,3,1,8,1,1996,2,472,100,33,0,0,0,0,0,2,2008,229
65,10616,7,5,2007,2007,0,628,628,628,728,0,0,0,2,1,3,1,6,1,2007,2,484,100,24,0,0,0,0,0,3,2008,177.439
65,9345,8,5,2007,2007,156,1615,1615,1615,0,0,0,0,2,0,3,1,7,1,2007,3,864,168,30,0,0,0,0,0,5,2008,248.5
91,11778,9,5,2008,2008,554,186,2271,2276,0,0,1,0,2,0,3,1,7,2,2008,3,1348,0,0,70,0,255,0,0,6,2008,475
91,11778,9,5,2008,2008,402,598,1751,1766,0,0,1,0,2,1,3,1,8,2,2008,3,874,216,36,0,0,0,0,0,12,2008,395.039
59,11228,7,5,1993,1993,0,499,1080,1080,1017,0,0,1,2,1,3,1,9,1,1993,3,678,196,187,0,0,0,0,0,12,2008,228
79,12798,6,5,1997,1997,0,154,616,616,1072,0,1,0,2,1,4,1,8,0,1997,2,603,403,114,185,0,0,0,400,5,2008,200
65,9750,5,7,1994,1994,0,268,990,990,0,0,1,0,1,0,3,1,5,0,1997,2,528,168,0,0,0,0,0,0,8,2008,155
75,9525,5,6,1995,2006,0,1099,1099,1099,0,0,0,0,1,1,3,1,6,0,1999,1,352,278,0,0,0,0,0,0,6,2008,144
57,9245,5,5,1994,1995,0,304,990,990,0,0,0,1,1,0,3,1,5,0,1996,2,672,0,0,0,0,0,0,0,2,2008,145
68,8998,7,5,2000,2000,120,255,782,782,870,0,0,0,2,1,3,1,6,0,2000,2,532,0,70,0,0,0,0,0,6,2008,207.5
68,9179,7,5,1999,1999,158,240,873,882,908,0,1,0,2,1,3,1,7,0,1999,2,588,0,88,0,0,0,0,0,6,2008,193
57,8924,7,5,1998,1999,0,880,880,880,844,0,0,0,2,1,3,1,8,0,1998,2,527,120,155,0,0,0,0,0,7,2008,188
93,9382,7,5,1999,2000,125,1468,1468,1479,0,0,0,0,2,0,3,1,6,0,1999,2,577,120,25,0,0,0,0,0,7,2008,191
88,12803,7,5,2002,2002,99,572,1494,1494,0,0,1,0,2,0,3,1,6,1,2002,2,530,192,36,0,0,0,0,0,9,2008,221
80,12435,7,5,2001,2001,172,602,963,963,829,0,0,0,2,1,3,1,7,1,2001,2,564,0,96,0,245,0,0,0,5,2008,231.5
75,12192,7,5,2000,2001,0,265,928,928,895,0,1,0,2,1,3,1,6,0,2000,2,626,192,36,0,0,0,0,4500,5,2008,235
68,11250,7,5,2001,2002,162,434,920,920,866,0,1,0,2,1,3,1,6,1,2001,2,608,0,42,0,0,0,0,0,9,2008,223.5
65,8385,5,8,1977,1977,220,390,985,985,0,0,0,0,2,0,3,1,6,0,1977,1,328,210,0,0,0,0,0,0,11,2008,149.9
40,14330,5,6,1975,2001,0,180,864,1558,0,0,1,0,2,0,2,1,5,0,1975,2,440,140,0,239,0,227,0,0,8,2008,163
88,7990,5,6,1975,1975,0,924,924,924,0,0,0,0,1,0,3,1,5,0,1981,1,280,0,0,0,0,0,0,0,4,2008,110
60,7180,5,7,1972,1972,0,474,864,864,0,0,0,0,1,0,3,1,5,0,1989,1,352,0,0,0,0,0,0,0,5,2008,127
60,7200,5,7,1972,1972,0,148,780,780,0,0,0,0,1,0,2,1,4,0,1973,1,352,196,0,0,0,0,0,0,1,2008,124.9
75,9742,8,5,2002,2002,281,1777,1777,1795,0,0,0,0,2,0,3,1,7,1,2002,2,534,171,159,0,0,0,0,0,9,2008,230
73,9066,8,5,1999,2000,320,336,1004,1004,848,0,0,0,2,1,3,1,7,2,1999,3,660,224,106,0,0,0,0,0,12,2008,230
75,11404,7,5,1998,1999,202,901,1153,1153,878,0,0,0,2,1,3,1,8,1,1998,2,541,192,84,0,0,0,0,0,7,2008,222.5
65,8158,7,5,2003,2003,252,334,884,884,884,0,1,0,2,1,3,1,8,0,2003,2,543,0,63,0,0,0,0,0,7,2008,224.9
41,10905,7,5,2003,2003,0,1129,1129,1129,1198,0,0,0,2,1,4,1,9,1,2003,2,596,0,57,0,0,0,0,0,8,2008,240
72,7226,7,5,2003,2003,0,798,798,798,842,0,0,0,2,1,3,1,6,0,2003,2,595,0,45,0,0,0,0,0,6,2008,183
96,11690,8,5,1999,2000,192,850,850,886,878,0,0,0,2,1,3,1,7,1,1999,2,560,120,29,0,0,0,0,0,6,2008,207
70,8750,7,5,1994,1995,0,273,915,933,975,0,1,0,2,1,4,1,8,1,1994,2,493,144,133,0,0,0,0,0,7,2008,210
37,4435,6,5,2003,2003,170,162,848,848,0,0,1,0,1,0,1,1,3,0,2003,2,420,140,0,0,0,0,0,0,3,2008,136.5
75,13125,6,5,1997,1998,215,484,1478,1493,0,0,1,0,2,0,3,1,7,1,1997,2,508,140,39,0,0,0,0,0,4,2008,208.9
83,10126,6,5,1997,1998,0,83,1838,1838,0,0,2,0,2,0,2,2,8,0,1998,3,721,160,67,0,0,0,0,0,7,2008,185
70,9135,7,5,2002,2003,113,726,1536,1536,0,0,1,0,2,0,3,1,7,0,2002,2,532,192,74,0,0,0,0,0,12,2008,214
65,8450,7,5,2003,2003,196,150,856,856,854,0,1,0,2,1,3,1,8,0,2003,2,548,0,61,0,0,0,0,0,2,2008,208.5
75,9750,7,5,2004,2004,50,1421,1445,1445,0,0,0,0,2,0,3,1,6,0,2004,2,470,0,35,0,0,0,0,0,6,2008,186.5
65,8450,7,5,2004,2004,266,490,1436,1436,0,0,1,0,2,0,3,1,8,0,2004,2,484,139,98,0,0,0,0,0,4,2008,210
64,8320,7,5,2004,2004,0,280,770,770,812,0,0,0,2,1,3,1,6,0,2004,2,520,0,45,0,0,0,0,0,9,2008,185.9
85,11049,8,5,2007,2007,0,1234,1234,1234,0,0,0,0,2,0,3,1,7,0,2007,2,484,0,30,0,0,0,0,0,1,2008,179.9
85,11058,7,6,2007,2007,212,1508,1564,1564,0,0,0,0,2,0,3,1,6,0,2007,3,814,0,24,0,0,0,0,0,2,2008,218.836
74,9627,7,5,2007,2007,0,1327,1351,1361,0,0,0,0,2,0,3,1,6,0,2007,2,610,0,50,0,0,0,0,0,6,2008,193
63,8199,7,5,2005,2005,0,80,728,728,728,0,1,0,2,1,3,1,7,1,2005,2,410,36,18,0,0,0,0,0,10,2008,189
75,9825,5,5,1966,1966,0,483,1092,1092,0,0,0,0,1,0,3,1,6,0,1966,1,264,259,0,0,0,161,0,0,4,2008,123
75,9937,5,6,1965,1965,0,136,1256,1256,0,0,1,0,1,1,3,1,6,0,1965,1,276,736,68,0,0,0,0,0,6,2008,147.5
64,12102,5,5,1976,1976,222,0,456,1033,0,0,0,1,1,0,3,1,6,0,1976,2,504,224,0,0,0,0,0,0,4,2008,165
65,6500,6,6,1976,1976,84,94,1127,1127,0,0,0,1,1,1,3,1,6,1,1991,2,480,0,0,138,0,0,0,0,5,2008,135
90,10012,4,5,1972,1972,0,38,1138,1181,0,0,1,0,2,0,3,1,6,0,1974,2,588,0,0,180,0,0,0,0,4,2008,137.5
60,6931,7,5,2003,2004,92,746,746,760,896,0,0,0,2,1,3,1,7,1,2003,2,397,178,128,0,0,0,0,0,7,2008,165.4
72,7200,6,7,1976,2001,0,396,684,684,714,0,0,0,1,1,3,1,6,1,1976,2,440,0,0,0,0,0,0,0,2,2008,160.5
60,7024,4,5,2005,2005,0,108,1132,1132,0,0,1,0,1,1,2,1,5,0,2005,2,451,252,64,0,0,0,0,0,6,2008,176
313,63887,10,5,2008,2008,796,466,6110,4692,950,0,2,0,2,1,3,1,12,3,2008,2,1418,214,292,0,0,0,480,0,1,2008,160
35,3675,6,5,2005,2005,80,88,547,1072,0,0,1,0,1,0,2,1,5,0,2005,2,525,0,28,0,0,0,0,0,6,2008,148
68,9520,4,5,1953,1953,115,144,911,930,0,0,0,0,1,0,2,1,5,0,1953,1,286,134,0,0,0,0,0,3000,5,2008,99
70,11767,5,6,1946,1995,0,416,768,768,432,0,0,0,1,0,3,1,6,0,1946,1,240,0,0,0,0,0,0,0,5,2008,130.5
60,8172,4,6,1954,1972,0,941,941,997,473,0,0,0,2,0,4,1,7,0,1958,1,548,0,0,0,0,156,0,0,5,2008,135
59,16466,5,7,1955,1955,0,816,816,872,521,0,0,0,1,1,3,1,8,0,1955,1,300,121,0,0,0,265,0,0,4,2008,135.5
62,7692,4,6,1954,1954,0,416,416,1204,0,0,0,0,1,0,3,1,6,0,1954,1,312,0,0,0,0,0,0,0,11,2008,100
67,5142,4,7,1923,2008,0,725,949,949,343,0,0,0,1,1,3,1,6,0,1923,1,205,0,0,183,0,0,0,0,6,2008,108
60,8400,5,8,1939,1997,0,342,720,1052,720,420,0,0,2,1,4,1,8,1,1939,1,240,262,24,0,0,0,0,0,7,2008,179.5
60,8400,6,5,1925,1950,0,758,1181,1390,304,0,0,0,2,0,4,1,7,1,1925,2,576,342,0,128,0,0,0,0,6,2008,136.5
60,7290,7,8,1921,1950,174,1228,1228,1424,0,0,0,0,2,0,2,1,7,1,1921,1,312,0,0,90,0,0,0,0,4,2008,168
51,9842,5,6,1921,1998,0,612,612,990,1611,0,0,0,3,1,4,1,8,0,1998,2,621,183,0,301,0,0,0,0,5,2008,189
64,7804,6,7,1930,1950,0,0,960,960,960,0,2,0,2,2,4,2,10,2,1930,2,480,248,0,121,0,0,0,0,7,2008,161.9
66,8969,6,6,1926,1950,0,265,644,672,644,0,1,0,1,0,2,1,6,1,2001,1,369,0,0,0,0,192,0,0,7,2008,145
79,11526,6,7,1922,1994,0,588,588,1423,748,384,0,0,2,0,3,1,11,1,1993,2,672,431,0,0,0,0,0,0,9,2008,191
63,15576,6,7,1915,1976,0,840,840,840,840,0,0,0,2,0,4,1,8,0,1960,1,308,0,0,160,0,0,0,0,3,2008,177
63,15564,6,6,1914,1995,0,676,676,676,588,0,0,0,1,0,3,1,6,0,1994,2,400,424,0,0,0,0,0,400,1,2008,147.5
52,6292,6,5,1930,1950,0,384,768,790,0,0,0,0,1,0,2,1,4,0,1925,1,160,0,141,0,0,0,0,0,4,2008,91
54,7609,8,9,1925,1997,0,392,798,798,714,0,1,0,2,0,3,1,7,1,1925,1,180,85,16,41,0,0,0,0,6,2008,231
51,10480,6,5,1936,1950,0,1064,1064,1166,0,473,0,0,1,0,3,1,6,0,1936,1,240,0,0,0,0,0,0,0,3,2008,115
60,7200,7,6,1931,2000,0,776,776,851,651,0,0,0,1,1,3,1,6,1,1931,1,270,0,0,112,0,0,0,0,2,2008,149
74,11988,6,7,1934,1995,0,389,715,849,811,0,0,0,1,1,3,1,6,1,1939,1,240,0,0,0,0,0,0,0,8,2008,188.7
79,7801,6,5,1951,1951,88,591,1091,1091,0,0,0,1,1,0,2,1,5,1,1951,1,344,66,105,0,0,221,0,0,5,2008,104
100,9670,8,6,1935,1950,40,398,608,983,890,0,0,0,1,1,4,1,9,2,1935,2,786,0,0,207,0,0,0,0,6,2008,257.076
70,12392,7,9,1950,2000,0,397,832,1218,943,0,1,0,2,1,3,1,8,2,1994,2,506,0,96,0,0,0,0,0,4,2008,263.4
56,26073,5,5,1956,1956,0,782,1898,1898,0,0,0,0,2,1,3,1,7,2,1956,2,484,0,51,224,0,0,0,0,4,2008,236.5
24,1879,6,6,1980,1980,0,150,516,516,516,0,0,0,1,0,2,1,5,1,1980,2,462,213,0,0,0,0,0,0,12,2008,116.5
24,1950,6,6,1980,1980,0,23,716,716,840,0,1,0,2,1,3,1,6,1,1980,2,452,161,0,0,0,0,0,0,7,2008,151
50,7000,6,8,1926,1998,0,555,894,919,0,0,1,0,1,0,2,1,5,0,1926,1,195,0,0,116,0,0,0,0,7,2008,126
60,6000,6,8,1940,2006,0,720,720,760,330,0,0,0,1,0,3,1,5,0,1940,1,240,0,0,0,0,0,0,0,7,2008,120
71,6900,5,6,1940,1955,0,212,740,778,0,0,0,0,1,0,2,1,4,1,1966,1,924,0,25,0,0,0,0,0,2,2008,120.5
75,6000,5,5,1967,1967,0,367,624,1092,564,0,0,0,1,1,3,1,7,1,1967,1,288,0,180,0,0,100,0,0,7,2008,126
60,7392,5,7,1930,1995,0,520,520,912,0,0,0,0,1,0,2,1,5,0,1934,1,360,0,90,0,0,0,0,0,5,2008,99.5
75,9000,5,5,1958,1958,162,821,1151,1151,804,0,0,0,2,0,4,1,7,0,1958,1,356,0,0,0,0,0,0,0,1,2008,165.5
80,14584,1,5,1952,1952,0,0,0,733,0,0,0,0,1,0,2,1,4,0,1952,2,487,0,0,0,0,0,0,0,2,2008,13.1
60,5280,4,7,1895,1950,0,173,173,825,536,0,0,0,1,0,2,1,6,0,1895,1,185,0,123,0,0,0,0,0,7,2008,89
50,8500,4,4,1920,1950,0,649,649,649,668,0,0,0,1,0,3,1,6,0,1920,1,250,0,54,172,0,0,0,0,7,2008,40
52,5150,4,7,1910,2000,0,356,356,671,378,0,0,0,1,0,2,1,5,0,1910,1,195,0,0,0,0,0,0,0,5,2008,80.9
120,18000,3,4,1935,1950,0,894,894,894,0,0,0,0,1,0,2,1,6,0,1994,3,1248,0,20,0,0,0,0,560,8,2008,81
60,9000,4,6,1920,1950,0,592,592,432,432,0,0,0,1,1,3,1,5,0,1920,1,216,0,30,160,0,0,0,0,6,2008,65
64,5587,8,5,2008,2008,186,120,1600,1652,0,0,1,1,2,0,2,1,5,1,2008,2,482,162,53,0,153,0,0,0,11,2008,392.5
44,3843,8,5,2007,2008,186,120,1596,1648,0,0,1,1,2,0,2,1,5,1,2007,2,525,162,53,0,153,0,0,0,8,2008,294.464
44,3811,7,5,2004,2005,174,120,1594,1646,0,0,1,1,2,0,2,1,5,1,2004,2,482,128,53,0,0,155,0,0,7,2008,250
44,3842,8,5,2004,2005,174,221,1594,1646,0,0,1,1,2,0,2,1,5,1,2004,2,482,128,53,0,0,155,0,0,1,2008,275
76,9880,6,6,1977,1977,0,574,1096,1118,0,0,1,0,1,0,3,1,6,1,1977,1,358,203,0,0,0,0,576,0,7,2008,171
75,10125,6,6,1977,1977,0,276,1196,1279,0,0,0,1,2,0,3,1,6,2,1980,2,473,238,83,0,0,0,0,0,2,2008,171.5
76,10260,5,4,1976,1976,0,0,0,936,936,0,0,0,2,2,4,2,8,0,1976,2,484,0,0,0,0,0,0,0,11,2008,100
74,9990,4,5,1991,1991,0,297,1680,1689,0,0,1,0,2,0,3,1,6,1,1991,2,432,428,120,0,0,0,0,0,7,2008,228.5
42,4084,7,6,1986,1986,340,384,1277,1501,0,0,1,0,2,0,2,1,6,1,1986,2,512,240,0,0,0,0,0,0,7,2008,241.5
74,11563,8,5,2006,2007,258,482,1518,1537,0,0,1,0,2,0,3,1,8,0,2007,3,788,0,26,0,0,0,0,0,4,2008,294
71,9520,8,5,2007,2008,338,125,1638,1646,0,0,1,0,2,0,3,1,7,1,2008,3,800,192,44,0,0,0,0,0,4,2008,293.077
107,12852,8,5,2007,2007,0,150,920,920,860,0,1,0,2,1,3,1,6,1,2007,2,612,0,192,0,0,0,0,0,1,2008,264.966
73,9802,5,5,2006,2007,0,352,352,712,730,0,0,0,2,1,3,1,6,0,2007,2,400,100,0,0,0,0,0,0,4,2008,172.5
73,9735,5,5,2006,2007,0,384,384,754,640,0,0,0,2,1,3,1,7,0,2007,2,400,100,0,0,0,0,0,0,5,2008,167.5
81,12018,7,5,2008,2008,60,796,796,796,816,0,0,0,2,1,3,1,6,0,2008,3,666,0,64,0,0,0,0,0,10,2008,218.689
75,12890,6,5,1989,1989,128,1495,1495,1495,0,0,0,0,2,0,3,1,8,1,1989,2,438,252,0,192,0,0,0,0,7,2008,150
47,12416,6,5,1986,1986,132,0,1606,1651,0,0,1,0,2,0,3,1,7,1,1986,2,616,192,0,0,0,0,0,0,11,2008,184
93,18265,6,5,1986,1986,228,276,1256,1256,0,0,0,0,2,0,3,1,6,1,1986,2,578,282,0,0,0,0,0,0,3,2008,180
85,10200,6,5,1988,1989,219,678,1461,1509,0,0,1,0,2,0,3,1,5,1,1988,2,600,224,0,0,0,0,0,0,8,2008,175
82,11202,8,5,2003,2003,206,403,1432,1440,0,0,1,0,2,0,3,1,7,1,2003,2,467,185,95,0,0,0,0,0,6,2008,232.5
85,12244,8,5,2003,2003,226,611,1482,1482,780,0,1,0,2,1,4,1,10,2,2003,3,749,168,0,0,0,0,0,0,8,2008,305
79,11449,8,5,2007,2007,0,873,1884,1728,0,0,1,0,2,0,3,1,7,1,2007,2,520,0,276,0,0,0,0,0,1,2008,298.751
85,11447,8,5,2005,2006,674,393,1964,1964,0,0,1,0,2,1,3,1,7,1,2005,3,892,0,265,0,0,0,0,0,6,2008,370
97,8940,7,5,1997,1998,200,35,1344,1344,0,0,2,0,2,0,2,2,8,0,1997,4,784,0,0,0,0,0,0,0,11,2008,209.2
78,7060,7,5,1997,1998,200,35,1344,1344,0,0,2,0,2,0,2,2,8,0,1997,4,784,0,0,0,0,0,0,0,11,2008,206.3
32,4500,6,5,1997,1997,197,325,1189,1189,0,0,1,0,2,0,2,1,4,0,1997,2,392,0,122,0,0,0,0,0,4,2008,160.5
150,14137,4,5,1964,1964,98,88,1200,1200,0,0,1,0,1,0,3,1,6,0,1964,3,850,0,119,0,0,171,0,0,11,2008,173
41,2665,5,7,1976,1976,0,232,550,925,550,0,0,0,2,0,4,1,6,1,1976,1,336,92,26,0,0,0,0,0,5,2008,129.5
21,1974,4,7,1973,2006,0,25,526,526,462,0,1,0,1,0,2,1,5,0,1973,1,297,120,101,0,0,0,0,0,6,2008,105
21,1596,4,6,1973,1973,0,25,462,526,462,0,1,0,1,0,1,1,4,1,1973,1,297,0,101,0,120,0,0,0,7,2008,94.9
100,21750,5,5,1954,1954,0,988,988,988,0,0,0,0,1,0,2,1,4,0,1954,2,520,0,0,0,0,0,0,0,2,2008,113
59,6490,5,7,1983,1983,0,282,816,816,0,0,0,1,1,0,2,1,4,0,1983,1,264,315,0,0,0,0,0,0,4,2008,128.5
37,6951,5,5,1984,1985,0,218,876,923,0,0,1,0,1,0,3,1,5,0,1984,1,264,362,0,0,0,0,0,0,10,2008,119.5
60,6600,5,9,1982,2008,0,175,816,816,0,0,0,1,1,0,3,1,5,1,1982,1,264,0,0,0,0,0,0,0,10,2008,130.5
60,6600,5,8,1982,2003,0,0,816,816,0,0,1,0,1,0,2,1,4,0,1985,2,816,0,0,0,0,0,0,0,6,2008,138
60,6600,5,6,1982,2005,0,207,845,845,0,0,0,0,1,0,3,1,6,0,1982,1,264,0,0,0,0,0,0,0,7,2008,134.5
75,12508,6,7,1940,1985,0,323,983,983,767,0,1,0,2,0,4,1,7,0,1989,1,423,245,0,156,0,0,0,1300,7,2008,160
74,12395,5,6,1984,1984,0,217,864,889,0,0,0,0,1,0,3,1,6,0,1984,2,484,0,0,0,0,0,0,0,4,2008,137.5
85,10667,6,6,1971,1971,302,749,1587,1587,0,0,0,0,2,0,3,1,7,1,1971,2,525,0,44,0,0,0,0,0,3,2007,167.3
85,10628,7,5,1970,1970,0,499,1277,1277,0,0,1,0,1,0,2,1,5,1,1970,2,526,0,0,0,0,176,0,0,4,2007,167
95,13651,7,6,1973,1973,1115,343,2223,2223,0,0,1,0,2,0,3,1,8,2,1973,2,516,300,0,0,0,0,0,0,2,2007,244
95,15865,8,6,1970,1970,0,1043,2217,2217,0,0,1,0,2,0,4,1,8,1,1970,2,621,81,207,0,0,224,0,0,10,2007,268
57,8773,6,5,1997,1997,0,916,916,916,684,0,0,0,2,1,3,1,7,1,1997,2,460,100,38,0,0,0,0,0,8,2007,169
56,8872,6,5,1997,1997,0,384,384,754,630,0,0,0,2,1,3,1,7,1,1997,2,390,0,0,0,0,0,0,0,3,2007,161.5
41,5330,8,5,2000,2000,0,298,1494,1652,0,0,1,0,2,0,2,1,6,0,2000,2,499,96,48,0,0,0,0,0,8,2007,251
63,7875,7,5,1996,1996,0,277,691,691,862,0,0,0,2,1,3,1,6,0,1996,2,420,0,44,0,0,0,0,0,8,2007,178.75
63,7875,7,5,1995,1996,38,1237,1237,1253,0,0,0,0,2,0,3,1,6,1,1995,2,402,220,21,0,0,0,0,0,6,2007,176
60,7500,6,5,1999,2003,0,938,938,957,1342,0,0,0,3,1,5,1,7,1,1999,2,482,188,30,0,0,0,0,0,8,2007,204
160,18160,6,6,1964,1964,138,752,1302,1128,0,0,1,0,1,0,3,1,6,1,1964,2,480,0,108,246,0,0,0,0,3,2007,154.204
38,4740,8,5,1988,1988,0,918,1166,1179,0,0,1,0,2,0,2,1,5,0,1988,2,480,0,108,0,0,135,0,0,10,2007,182
35,5118,8,5,1990,1990,0,386,1312,1321,0,0,1,0,1,0,1,1,4,1,1990,2,484,0,64,140,0,0,0,0,8,2007,212
86,14157,9,5,2005,2006,200,673,1922,1922,0,0,1,0,2,0,3,1,8,1,2005,3,676,178,51,0,0,0,0,0,7,2007,377.426
98,12328,8,5,2005,2005,146,163,1149,1164,1377,0,1,0,3,1,4,1,10,1,2005,3,729,120,32,0,0,0,0,0,7,2007,349.265
195,41600,5,5,1969,1990,0,53,1100,1424,0,0,1,0,1,1,3,1,7,0,1969,3,828,144,0,0,0,0,0,0,11,2007,155
61,8035,9,5,2006,2006,165,815,1612,1612,0,0,1,0,2,0,2,1,6,1,2006,2,556,0,164,0,0,0,0,0,3,2007,319.9
